OrtoID	Score	OrtoA	OrtoB
1332	179	META1_2479 1.000 	CQW49_RS09820 1.000 
1333	179	META1_2257 1.000 	CQW49_RS20150 1.000 
1334	178	META1_1802 1.000 META1_2254 0.367 META1_2253 0.300 META2_0255 0.124 	CQW49_RS11110 1.000 CQW49_RS20080 0.139 
1335	178	META1_0826 1.000 	CQW49_RS22115 1.000 
1336	178	META1_4324 1.000 	CQW49_RS17205 1.000 
1337	177	META1_2064 1.000 META1_5305 0.262 	CQW49_RS16915 1.000 
1338	176	META1_4717 1.000 	CQW49_RS02670 1.000 
1339	176	META1_2343 1.000 	CQW49_RS16015 1.000 
1340	176	META1_3374 1.000 	CQW49_RS19560 1.000 
1341	176	META1_4967 1.000 	CQW49_RS19260 1.000 
1342	175	META1_2069 1.000 	CQW49_RS00450 1.000 
1343	175	META1_1282 1.000 	CQW49_RS12915 1.000 
1344	175	META1_3289 1.000 	CQW49_RS04980 1.000 
1345	175	META1_5124 1.000 	CQW49_RS00475 1.000 
1346	174	META1_0865 1.000 	CQW49_RS05025 1.000 
1347	174	META2_1037 1.000 	CQW49_RS07685 1.000 
1348	174	META1_5128 1.000 	CQW49_RS22520 1.000 
1349	173	META1_2157 1.000 	CQW49_RS10500 1.000 
1350	173	META1_3494 1.000 	CQW49_RS15390 1.000 
1351	172	META1_4225 1.000 META1_0547 0.205 META1_5079 0.059 	CQW49_RS12455 1.000 
1352	172	META1_0348 1.000 	CQW49_RS12180 1.000 
1353	172	META1_0457 1.000 	CQW49_RS18715 1.000 
1354	172	META1_4144 1.000 	CQW49_RS04545 1.000 
1355	172	META1_5170 1.000 	CQW49_RS13100 1.000 
1356	171	META1_0238 1.000 	CQW49_RS00860 1.000 
1357	171	META1_3170 1.000 	CQW49_RS15675 1.000 
1358	170	META1_0607 1.000 	CQW49_RS01530 1.000 
1359	170	META1_0444 1.000 	CQW49_RS18810 1.000 
1360	170	META1_4732 1.000 	CQW49_RS05705 1.000 
1361	169	META1_0539 1.000 	CQW49_RS03260 1.000 
1362	169	META1_3534 1.000 	CQW49_RS01090 1.000 
1363	169	META1_1964 1.000 	CQW49_RS09380 1.000 
1364	169	META1_5000 1.000 	CQW49_RS04820 1.000 
1365	169	META1_4214 1.000 	CQW49_RS09690 1.000 
1366	168	META1_1336 1.000 	CQW49_RS02465 1.000 
1367	168	META1_1319 1.000 	CQW49_RS04065 1.000 
1368	168	META1_2430 1.000 	CQW49_RS10715 1.000 
1369	168	META1_4188 1.000 	CQW49_RS06225 1.000 
1370	167	META1_0537 1.000 	CQW49_RS09245 1.000 
1371	167	META1_4483 1.000 	CQW49_RS04240 1.000 
1372	167	META1_5105 1.000 	CQW49_RS20595 1.000 
1373	166	META1_0581 1.000 	CQW49_RS07675 1.000 
1374	166	META1_3210 1.000 	CQW49_RS02045 1.000 
1375	166	META1_2855 1.000 	CQW49_RS14380 1.000 
1376	166	META1_3409 1.000 	CQW49_RS13455 1.000 
1377	166	META1_2734 1.000 	CQW49_RS19650 1.000 
1378	165	META1_2943 1.000 	CQW49_RS01145 1.000 
1379	165	META1_3017 1.000 	CQW49_RS01690 1.000 
1380	165	META1_3069 1.000 	CQW49_RS01980 1.000 
1381	165	META1_1122 1.000 	CQW49_RS12675 1.000 
1382	165	META1_2468 1.000 	CQW49_RS13305 1.000 
1383	165	META1_4641 1.000 	CQW49_RS13570 1.000 
1384	165	META1_4296 1.000 	CQW49_RS16245 1.000 
1385	164	META1_1958 1.000 	CQW49_RS00590 1.000 
1386	164	META1_2911 1.000 	CQW49_RS01895 1.000 
1387	164	META1_2889 1.000 	CQW49_RS11195 1.000 
1388	164	META1_3490 1.000 	CQW49_RS08970 1.000 
1389	164	META1_5258 1.000 	CQW49_RS20685 1.000 
1390	163	META1_5240 1.000 META1_3553 0.393 	CQW49_RS19060 1.000 
1391	163	META1_1366 1.000 	CQW49_RS00500 1.000 
1392	163	META2_1291 1.000 	CQW49_RS09155 1.000 
1393	163	META1_4492 1.000 	CQW49_RS22905 1.000 
1394	163	META2_1274 1.000 	CQW49_RS23095 1.000 
1395	162	META1_1395 1.000 	CQW49_RS21750 1.000 CQW49_RS23420 1.000 
1396	162	META1_0284 1.000 	CQW49_RS03000 1.000 
1397	162	META1_1758 1.000 	CQW49_RS03835 1.000 
1398	162	META1_2706 1.000 	CQW49_RS02795 1.000 
1399	162	META1_2891 1.000 	CQW49_RS11180 1.000 
1400	161	META1_0479 1.000 	CQW49_RS20420 1.000 
1401	161	META1_0871 1.000 	CQW49_RS18675 1.000 
1402	161	META1_3123 1.000 	CQW49_RS09105 1.000 
1403	161	META1_2957 1.000 	CQW49_RS13110 1.000 
1404	161	META2_1193 1.000 	CQW49_RS15380 1.000 
1405	161	META2_0526 1.000 	CQW49_RS23985 1.000 
1406	160	META1_0006 1.000 	CQW49_RS01705 1.000 
1407	160	META1_1468 1.000 	CQW49_RS10560 1.000 
1408	160	META1_3470 1.000 	CQW49_RS10050 1.000 
1409	160	META2_0882 1.000 	CQW49_RS04565 1.000 
1410	159	META1_0845 1.000 	CQW49_RS05305 1.000 
1411	159	META1_1800 1.000 	CQW49_RS05725 1.000 
1412	159	META1_1387 1.000 	CQW49_RS12815 1.000 
1413	159	META1_3444 1.000 	CQW49_RS11905 1.000 
1414	159	META1_2398 1.000 	CQW49_RS20035 1.000 
1415	159	META1_3375 1.000 	CQW49_RS19565 1.000 
1416	159	META1_3228 1.000 	CQW49_RS21415 1.000 
1417	158	META1_1306 1.000 	CQW49_RS04010 1.000 
1418	158	META1_3087 1.000 	CQW49_RS02230 1.000 
1419	158	META1_0480 1.000 	CQW49_RS20415 1.000 
1420	158	META1_3625 1.000 	CQW49_RS06215 1.000 
1421	158	META1_4854 1.000 	CQW49_RS12740 1.000 
1422	158	META1_5098 1.000 	CQW49_RS11750 1.000 
1423	158	META1_4886 1.000 	CQW49_RS16825 1.000 
1424	157	META1_1423 1.000 	CQW49_RS08585 1.000 
1425	157	META1_5218 1.000 	CQW49_RS00715 1.000 
1426	157	META1_4400 1.000 	CQW49_RS20470 1.000 
1427	156	META1_0708 1.000 	CQW49_RS17570 1.000 
1428	156	META1_2927 1.000 	CQW49_RS08740 1.000 
1429	156	META1_4940 1.000 	CQW49_RS00335 1.000 
1430	156	META1_4841 1.000 	CQW49_RS03350 1.000 
1431	156	META1_4432 1.000 	CQW49_RS06590 1.000 
1432	155	META1_0338 1.000 	CQW49_RS06770 1.000 
1433	155	META1_4487 1.000 	CQW49_RS06915 1.000 
1434	155	META1_2446 1.000 	CQW49_RS17410 1.000 
1435	155	META1_2290 1.000 	CQW49_RS18285 1.000 
1436	154	META1_1303 1.000 META1_4010 0.170 	CQW49_RS07340 1.000 
1437	154	p2METAp0006 1.000 META1_3616 0.093 	CQW49_RS18900 1.000 
1438	154	META1_2061 1.000 	CQW49_RS04300 1.000 
1439	154	META1_3001 1.000 	CQW49_RS01695 1.000 
1440	154	META1_1701 1.000 	CQW49_RS13560 1.000 
1441	153	META1_3467 1.000 META1_4730 0.065 	CQW49_RS10035 1.000 
1442	153	META1_4737 1.000 META1_4738 0.073 	CQW49_RS04940 1.000 
1443	153	META1_2357 1.000 	CQW49_RS00935 1.000 
1444	153	META1_1695 1.000 	CQW49_RS16895 1.000 
1445	153	META1_4911 1.000 	CQW49_RS03120 1.000 
1446	153	META2_0289 1.000 	CQW49_RS00425 1.000 
1447	153	META2_0107 1.000 	CQW49_RS02320 1.000 
1448	153	META1_4250 1.000 	CQW49_RS18895 1.000 
1449	152	META1_4372 1.000 META1_3088 0.942 META1_0958 0.937 META1_4887 0.627 META2_0672 0.527 	CQW49_RS18910 1.000 CQW49_RS01430 0.124 CQW49_RS17730 0.102 CQW49_RS20560 0.094 CQW49_RS15690 0.089 
1450	151	META1_3040 1.000 	CQW49_RS09780 1.000 CQW49_RS09775 0.687 
1451	151	META1_1291 1.000 	CQW49_RS01830 1.000 
1452	151	META1_3204 1.000 	CQW49_RS04620 1.000 
1453	151	META1_2181 1.000 	CQW49_RS10465 1.000 
1454	151	META1_1776 1.000 	CQW49_RS15630 1.000 
1455	151	META2_0411 1.000 	CQW49_RS00215 1.000 
1456	151	META1_3133 1.000 	CQW49_RS17915 1.000 
1457	151	META2_1218 1.000 	CQW49_RS15580 1.000 
1458	150	META1_3025 1.000 	CQW49_RS01635 1.000 
1459	150	META1_2364 1.000 	CQW49_RS06185 1.000 
1460	150	META1_1292 1.000 	CQW49_RS11315 1.000 
1461	150	META1_3043 1.000 	CQW49_RS03605 1.000 
1462	150	META1_1475 1.000 	CQW49_RS12795 1.000 
1463	150	META1_3134 1.000 	CQW49_RS20225 1.000 
1464	149	META1_3707 1.000 	CQW49_RS00875 1.000 
1465	149	META1_1784 1.000 	CQW49_RS10720 1.000 
1466	149	META1_2176 1.000 	CQW49_RS10440 1.000 
1467	149	META1_2018 1.000 	CQW49_RS14820 1.000 
1468	148	META2_1126 1.000 META1_0246 0.925 META2_1119 0.287 META1_0250 0.275 	CQW49_RS00255 1.000 
1469	148	META1_2263 1.000 	CQW49_RS20180 1.000 
1470	147	META1_2179 1.000 	CQW49_RS10455 1.000 
1471	147	META1_3413 1.000 	CQW49_RS09975 1.000 
1472	146	META1_4369 1.000 META1_3274 0.075 	CQW49_RS00120 1.000 
1473	146	META1_0386 1.000 	CQW49_RS23900 1.000 CQW49_RS05970 0.081 
1474	146	META1_0969 1.000 	CQW49_RS04170 1.000 
1475	146	META1_0012 1.000 	CQW49_RS11965 1.000 
1476	146	META1_4092 1.000 	CQW49_RS00575 1.000 
1477	146	META1_2865 1.000 	CQW49_RS06790 1.000 
1478	146	META1_3449 1.000 	CQW49_RS04550 1.000 
1479	146	META1_2842 1.000 	CQW49_RS12190 1.000 
1480	146	META1_3385 1.000 	CQW49_RS19295 1.000 
1481	145	META1_0658 1.000 	CQW49_RS16070 1.000 
1482	144	META1_4517 1.000 	CQW49_RS18035 1.000 CQW49_RS00830 0.468 CQW49_RS17090 0.293 
1483	144	META1_3680 1.000 	CQW49_RS02030 1.000 
1484	144	META2_1060 1.000 	CQW49_RS20905 1.000 
1485	143	META1_0052 1.000 	CQW49_RS04200 1.000 
1486	143	META1_2729 1.000 	CQW49_RS01465 1.000 
1487	143	META1_3216 1.000 	CQW49_RS02635 1.000 
1488	143	META1_0521 1.000 	CQW49_RS15430 1.000 
1489	143	META1_2830 1.000 	CQW49_RS05660 1.000 
1490	143	META1_3668 1.000 	CQW49_RS05975 1.000 
1491	143	META1_3182 1.000 	CQW49_RS10230 1.000 
1492	143	META1_4417 1.000 	CQW49_RS21125 1.000 
1493	142	META1_1205 1.000 META2_1009 0.884 META1_0912 0.740 META1_2586 0.548 	CQW49_RS10775 1.000 
1494	142	META1_1479 1.000 	CQW49_RS10970 1.000 
1495	142	META1_5217 1.000 	CQW49_RS00710 1.000 
1496	142	META1_4855 1.000 	CQW49_RS12735 1.000 
1497	141	META1_0066 1.000 META2_0791 1.000 	CQW49_RS20535 1.000 
1498	141	META1_0705 1.000 	CQW49_RS02740 1.000 
1499	141	META1_2916 1.000 	CQW49_RS00225 1.000 
1500	141	META1_0807 1.000 	CQW49_RS12690 1.000 
1501	141	META1_2210 1.000 	CQW49_RS06780 1.000 
1502	141	META1_2096 1.000 	CQW49_RS09310 1.000 
1503	141	META1_2155 1.000 	CQW49_RS10510 1.000 
1504	141	META1_0465 1.000 	CQW49_RS18790 1.000 
1505	141	META1_1997 1.000 	CQW49_RS12480 1.000 
1506	141	META1_0930 1.000 	CQW49_RS22295 1.000 
1507	140	META1_3620 1.000 	CQW49_RS09440 1.000 
1508	139	META1_1552 1.000 	CQW49_RS05400 1.000 
1509	139	META1_3537 1.000 	CQW49_RS01095 1.000 
1510	139	META1_4541 1.000 	CQW49_RS06060 1.000 
1511	139	META1_5289 1.000 	CQW49_RS06150 1.000 
1512	139	META1_2852 1.000 	CQW49_RS20360 1.000 
1513	139	META2_0047 1.000 	CQW49_RS23455 1.000 
1514	139	META2_1353 1.000 	CQW49_RS22470 1.000 
1515	138	META1_1531 1.000 	CQW49_RS01260 1.000 
1516	138	META1_0801 1.000 	CQW49_RS16700 1.000 
1517	138	META1_5221 1.000 	CQW49_RS00725 1.000 
1518	138	META1_3468 1.000 	CQW49_RS10040 1.000 
1519	138	META1_4323 1.000 	CQW49_RS17200 1.000 
1520	137	META1_1309 1.000 	CQW49_RS04025 1.000 
1521	137	META1_0189 1.000 	CQW49_RS09280 1.000 
1522	137	META1_1981 1.000 	CQW49_RS01805 1.000 
1523	137	META1_1954 1.000 	CQW49_RS04385 1.000 
1524	137	META1_4414 1.000 	CQW49_RS00695 1.000 
1525	137	META1_5146 1.000 	CQW49_RS10380 1.000 
1526	137	META1_4409 1.000 	CQW49_RS16105 1.000 
1527	137	META1_4491 1.000 	CQW49_RS22895 1.000 
1528	136	META1_4525 1.000 META1_4897 0.303 	CQW49_RS19255 1.000 CQW49_RS14525 0.366 
1529	136	META1_1326 1.000 	CQW49_RS09610 1.000 
1530	136	META1_0621 1.000 	CQW49_RS13395 1.000 
1531	136	META1_1453 1.000 	CQW49_RS12860 1.000 
1532	136	META1_4625 1.000 	CQW49_RS02190 1.000 
1533	136	META1_0588 1.000 	CQW49_RS21205 1.000 
1534	136	META1_1983 1.000 	CQW49_RS18915 1.000 
1535	136	META1_3859 1.000 	CQW49_RS10830 1.000 
1536	136	META1_5078 1.000 	CQW49_RS06365 1.000 
1537	136	META2_0432 1.000 	CQW49_RS17130 1.000 
1538	136	META2_1191 1.000 	CQW49_RS13970 1.000 
1539	136	p2METAp0012 1.000 	CQW49_RS21725 1.000 
1540	135	META1_0351 1.000 	CQW49_RS06120 1.000 
1541	135	META2_0662 1.000 	CQW49_RS23355 1.000 
1542	134	META1_4366 1.000 	CQW49_RS01395 1.000 
1543	134	META2_0442 1.000 	CQW49_RS17455 1.000 
1544	133	META1_1746 1.000 	CQW49_RS09020 1.000 
1545	133	META1_3391 1.000 	CQW49_RS04805 1.000 
1546	133	META1_3163 1.000 	CQW49_RS19315 1.000 
1547	133	META1_3386 1.000 	CQW49_RS19290 1.000 
1548	132	META1_0378 1.000 	CQW49_RS17740 1.000 
1549	132	META1_1342 1.000 	CQW49_RS16730 1.000 
1550	132	META1_4535 1.000 	CQW49_RS14475 1.000 
1551	132	META2_0863 1.000 	CQW49_RS14615 1.000 
1552	131	META1_1240 1.000 META1_2574 1.000 META1_1702 0.138 	CQW49_RS04740 1.000 
1553	131	META1_0698 1.000 	CQW49_RS04100 1.000 
1554	131	META1_2860 1.000 	CQW49_RS03050 1.000 
1555	131	META1_3491 1.000 	CQW49_RS08950 1.000 
1556	131	META1_2256 1.000 	CQW49_RS20145 1.000 
1557	131	META1_4146 1.000 	CQW49_RS19655 1.000 
1558	131	META1_5191 1.000 	CQW49_RS21975 1.000 
1559	130	META1_5093 1.000 	CQW49_RS02040 1.000 CQW49_RS16170 0.169 
1560	130	META1_1962 1.000 	CQW49_RS00605 1.000 
1561	130	META1_2300 1.000 	CQW49_RS14280 1.000 
1562	129	META1_1511 1.000 	CQW49_RS22100 1.000 CQW49_RS13755 1.000 
1563	129	META1_2358 1.000 	CQW49_RS00940 1.000 
1564	129	META1_4619 1.000 	CQW49_RS03030 1.000 
1565	129	META1_3708 1.000 	CQW49_RS08770 1.000 
1566	129	META1_5256 1.000 	CQW49_RS01730 1.000 
1567	129	META1_3223 1.000 	CQW49_RS21395 1.000 
1568	128	META1_2122 1.000 	CQW49_RS18950 1.000 CQW49_RS23615 0.390 
1569	128	META1_0322 1.000 	CQW49_RS06940 1.000 
1570	128	META2_0121 1.000 	CQW49_RS10105 1.000 
1571	128	META1_5203 1.000 	CQW49_RS11640 1.000 
1572	127	META1_0344 1.000 	CQW49_RS04250 1.000 
1573	127	META1_4351 1.000 	CQW49_RS06895 1.000 
1574	127	META1_2267 1.000 	CQW49_RS17340 1.000 
1575	126	META1_5017 1.000 META1_2942 0.226 	CQW49_RS11310 1.000 CQW49_RS03330 0.180 CQW49_RS03325 0.156 CQW49_RS12120 0.073 
1576	126	META1_2032 1.000 	CQW49_RS03725 1.000 
1577	126	META1_1743 1.000 	CQW49_RS10290 1.000 
1578	126	META1_1400 1.000 	CQW49_RS12170 1.000 
1579	126	META1_3292 1.000 	CQW49_RS07655 1.000 
1580	126	META1_2464 1.000 	CQW49_RS12035 1.000 
1581	125	META1_0868 1.000 	CQW49_RS13375 1.000 
1582	124	META1_3065 1.000 	CQW49_RS02290 1.000 
1583	124	META1_2520 1.000 	CQW49_RS07645 1.000 
1584	124	META1_4368 1.000 	CQW49_RS01385 1.000 
1585	123	META1_2939 1.000 	CQW49_RS04260 1.000 
1586	123	META1_2443 1.000 	CQW49_RS17390 1.000 
1587	123	META1_1824 1.000 	CQW49_RS21050 1.000 
1588	123	META1_4856 1.000 	CQW49_RS12730 1.000 
1589	122	META1_1793 1.000 	CQW49_RS00665 1.000 
1590	122	META1_0512 1.000 	CQW49_RS19755 1.000 
1591	122	META1_5345 1.000 	CQW49_RS21330 1.000 
1592	121	META1_3081 1.000 	CQW49_RS03710 1.000 
1593	121	META1_3446 1.000 	CQW49_RS02235 1.000 
1594	121	META1_0513 1.000 	CQW49_RS19760 1.000 
1595	121	META1_0818 1.000 	CQW49_RS21030 1.000 
1596	121	META1_0828 1.000 	CQW49_RS22120 1.000 
1597	121	META1_3417 1.000 	CQW49_RS09990 1.000 
1598	121	META1_2631 1.000 	CQW49_RS15215 1.000 
1599	120	META2_0731 1.000 	CQW49_RS23405 1.000 CQW49_RS21765 0.928 
1600	120	META2_0732 1.000 	CQW49_RS23400 1.000 CQW49_RS21770 0.932 
1601	120	META1_2564 1.000 	CQW49_RS21675 1.000 
1602	120	META1_3290 1.000 	CQW49_RS18965 1.000 
1603	119	META1_4427 1.000 META1_3492 0.166 	CQW49_RS11870 1.000 
1604	119	META1_0446 1.000 	CQW49_RS18825 1.000 
1605	119	META1_2261 1.000 	CQW49_RS20155 1.000 
1606	119	META2_0425 1.000 	CQW49_RS06205 1.000 
1607	119	META1_4697 1.000 	CQW49_RS12945 1.000 
1608	118	p1METAp0012 1.000 META1_1087 0.143 META1_0162 0.128 p3METAp0030 0.117 p2METAp0022 0.087 	CQW49_RS23975 1.000 CQW49_RS21360 0.994 CQW49_RS23100 0.953 
1609	118	META1_4520 1.000 META1_5072 0.225 	CQW49_RS03625 1.000 
1610	118	META1_1521 1.000 	CQW49_RS06855 1.000 
1611	118	META1_2076 1.000 	CQW49_RS13175 1.000 
1612	118	META1_2328 1.000 	CQW49_RS13140 1.000 
1613	118	META1_4622 1.000 	CQW49_RS03015 1.000 
1614	117	META1_0410 1.000 	CQW49_RS09000 1.000 
1615	117	META1_2389 1.000 	CQW49_RS04295 1.000 
1616	117	META1_3696 1.000 	CQW49_RS10730 1.000 
1617	117	META1_3551 1.000 	CQW49_RS12145 1.000 
1618	117	META1_2563 1.000 	CQW49_RS21680 1.000 
1619	116	META1_2371 1.000 	CQW49_RS09125 1.000 
1620	115	META1_0798 1.000 META1_0993 0.295 META1_2127 0.276 META1_1925 0.253 META1_0992 0.248 	CQW49_RS16785 1.000 
1621	115	META1_0423 1.000 	CQW49_RS11435 1.000 
1622	115	META1_1021 1.000 	CQW49_RS12380 1.000 
1623	115	META1_0443 1.000 	CQW49_RS18805 1.000 
1624	115	META1_2017 1.000 	CQW49_RS14815 1.000 
1625	115	META1_3733 1.000 	CQW49_RS16500 1.000 
1626	114	META1_2037 1.000 	CQW49_RS03745 1.000 
1627	114	META1_2529 1.000 	CQW49_RS06450 1.000 
1628	114	META1_0810 1.000 	CQW49_RS15655 1.000 
1629	113	META1_3498 1.000 	CQW49_RS03175 1.000 CQW49_RS06890 0.189 
1630	113	META1_1874 1.000 	CQW49_RS15045 1.000 CQW49_RS14115 0.944 
1631	113	META1_1357 1.000 	CQW49_RS00310 1.000 
1632	113	META1_2116 1.000 	CQW49_RS03880 1.000 
1633	113	META1_2162 1.000 	CQW49_RS10475 1.000 
1634	113	META1_2298 1.000 	CQW49_RS14260 1.000 
1635	113	META1_5173 1.000 	CQW49_RS09625 1.000 
1636	113	META2_0120 1.000 	CQW49_RS10100 1.000 
1637	113	META2_0771 1.000 	CQW49_RS07795 1.000 
1638	113	META2_1235 1.000 	CQW49_RS11000 1.000 
1639	112	META1_3347 1.000 	CQW49_RS02625 1.000 
1640	112	META1_3505 1.000 	CQW49_RS02270 1.000 
1641	112	META1_2196 1.000 	CQW49_RS09320 1.000 
1642	112	META1_3279 1.000 	CQW49_RS11380 1.000 
1643	112	META2_1357 1.000 	CQW49_RS06200 1.000 
1644	111	META1_0962 1.000 META1_4553 0.226 	CQW49_RS17710 1.000 CQW49_RS19425 0.267 
1645	111	META1_1166 1.000 	CQW49_RS09210 1.000 
1646	111	META1_0449 1.000 	CQW49_RS19805 1.000 
1647	111	META1_1703 1.000 	CQW49_RS14415 1.000 
1648	111	META1_1786 1.000 	CQW49_RS19340 1.000 
1649	110	META1_0745 1.000 META1_3767 0.641 	CQW49_RS15015 1.000 
1650	110	META1_0605 1.000 	CQW49_RS05370 1.000 
1651	110	META1_0514 1.000 	CQW49_RS19765 1.000 
1652	110	META1_2995 1.000 	CQW49_RS13180 1.000 
1653	109	META1_2644 1.000 	CQW49_RS23595 1.000 CQW49_RS09590 0.199 CQW49_RS17675 0.089 
1654	109	META1_4858 1.000 	CQW49_RS02255 1.000 CQW49_RS02250 0.178 
1655	109	META1_0054 1.000 	CQW49_RS07660 1.000 
1656	109	META1_1311 1.000 	CQW49_RS04035 1.000 
1657	109	META1_0183 1.000 	CQW49_RS12680 1.000 
1658	109	META1_4149 1.000 	CQW49_RS00200 1.000 
1659	109	META1_2441 1.000 	CQW49_RS17375 1.000 
1660	109	META1_4281 1.000 	CQW49_RS12080 1.000 
1661	108	META2_0364 1.000 META1_1213 0.909 META2_0143 0.667 META1_4237 0.652 	CQW49_RS11500 1.000 
1662	108	META1_0654 1.000 META1_4330 0.143 	CQW49_RS04265 1.000 
1663	108	META1_0502 1.000 	CQW49_RS18695 1.000 CQW49_RS19825 0.776 
1664	108	META1_0552 1.000 	CQW49_RS00650 1.000 
1665	108	META1_1334 1.000 	CQW49_RS16905 1.000 
1666	108	META1_3518 1.000 	CQW49_RS18590 1.000 
1667	107	META1_0913 1.000 META1_1204 0.812 META2_1010 0.794 META1_2587 0.718 	CQW49_RS10770 1.000 
1668	107	META1_0323 1.000 	CQW49_RS04720 1.000 
1669	107	META1_2463 1.000 	CQW49_RS12030 1.000 
1670	107	META1_5324 1.000 	CQW49_RS04400 1.000 
1671	107	META1_5089 1.000 	CQW49_RS11225 1.000 
1672	107	META1_3803 1.000 	CQW49_RS21150 1.000 
1673	107	p2METAp0023 1.000 	CQW49_RS15225 1.000 
1674	106	META1_3510 1.000 	CQW49_RS00570 1.000 
1675	106	META1_3412 1.000 	CQW49_RS05905 1.000 
1676	106	META1_1075 1.000 	CQW49_RS21410 1.000 
1677	105	META2_0015 1.000 	CQW49_RS23580 1.000 CQW49_RS16945 0.249 
1678	105	META1_0233 1.000 	CQW49_RS04785 1.000 
1679	105	META1_2461 1.000 	CQW49_RS03205 1.000 
1680	105	META1_1019 1.000 	CQW49_RS12390 1.000 
1681	105	META1_1461 1.000 	CQW49_RS10400 1.000 
1682	104	META1_0662 1.000 	CQW49_RS03125 1.000 
1683	104	META1_2352 1.000 	CQW49_RS04710 1.000 
1684	104	META1_1466 1.000 	CQW49_RS10570 1.000 
1685	104	META1_0451 1.000 	CQW49_RS19815 1.000 
1686	104	META1_2555 1.000 	CQW49_RS11480 1.000 
1687	104	META1_3439 1.000 	CQW49_RS11545 1.000 
1688	104	META1_5144 1.000 	CQW49_RS10390 1.000 
1689	103	META1_0695 1.000 	CQW49_RS21280 1.000 
1690	103	META1_3795 1.000 	CQW49_RS08315 1.000 
1691	103	META1_4493 1.000 	CQW49_RS21980 1.000 
1692	102	META1_4574 1.000 META1_3531 0.254 	CQW49_RS00495 1.000 
1693	102	META1_3857 1.000 META1_4795 1.000 	CQW49_RS23215 1.000 
1694	102	META1_2249 1.000 	CQW49_RS04875 1.000 
1695	102	META1_1324 1.000 	CQW49_RS09620 1.000 
1696	102	META1_3064 1.000 	CQW49_RS02285 1.000 
1697	102	META1_1849 1.000 	CQW49_RS16000 1.000 
1698	102	META1_5242 1.000 	CQW49_RS03670 1.000 
1699	102	META1_5109 1.000 	CQW49_RS06635 1.000 
1700	102	META1_4557 1.000 	CQW49_RS16230 1.000 
1701	101	META1_2002 1.000 META2_0870 0.315 	CQW49_RS19530 1.000 
1702	101	META1_0523 1.000 	CQW49_RS06140 1.000 
1703	101	META1_1284 1.000 	CQW49_RS05080 1.000 
1704	101	META1_3595 1.000 	CQW49_RS15440 1.000 
1705	100	META1_3092 1.000 	CQW49_RS15185 1.000 
1706	100	META1_2570 1.000 	CQW49_RS21665 1.000 
1707	100	META1_4808 1.000 	CQW49_RS13335 1.000 
1708	100	META2_0906 1.000 	CQW49_RS12920 1.000 
1709	99	META1_3820 1.000 META1_3739 0.635 META1_1157 0.103 	CQW49_RS11800 1.000 
1710	99	META1_0520 1.000 	CQW49_RS19795 1.000 
1711	99	META1_4507 1.000 	CQW49_RS01925 1.000 
1712	99	META1_1775 1.000 	CQW49_RS15625 1.000 
1713	99	META1_0384 1.000 	CQW49_RS23915 1.000 
1714	99	META1_3904 1.000 	CQW49_RS09505 1.000 
1715	97	META1_0559 1.000 	CQW49_RS06520 1.000 
1716	97	META1_2765 1.000 	CQW49_RS01625 1.000 
1717	97	META1_4705 1.000 	CQW49_RS11385 1.000 
1718	97	p2METAp0041 1.000 	CQW49_RS08925 1.000 
1719	96	META1_4131 1.000 	CQW49_RS05890 1.000 CQW49_RS13705 1.000 CQW49_RS18185 0.338 CQW49_RS07190 0.329 CQW49_RS02440 0.265 CQW49_RS05615 0.256 CQW49_RS18225 0.214 CQW49_RS02125 0.209 CQW49_RS15765 0.201 CQW49_RS21795 0.192 CQW49_RS03685 0.158 CQW49_RS02610 0.132 CQW49_RS05110 0.115 CQW49_RS23525 0.060 
1720	96	META1_1156 1.000 META1_3801 0.361 META1_3830 0.107 	CQW49_RS10995 1.000 
1721	96	META1_2947 1.000 META2_0516 0.890 	CQW49_RS17470 1.000 CQW49_RS07510 0.076 
1722	96	META1_1735 1.000 	CQW49_RS13790 1.000 
1723	96	META1_3443 1.000 	CQW49_RS09045 1.000 
1724	96	META1_2662 1.000 	CQW49_RS12935 1.000 
1725	95	META1_1989 1.000 META1_3642 0.221 	CQW49_RS01815 1.000 
1726	95	META1_0121 1.000 META1_1231 0.159 	CQW49_RS16890 1.000 
1727	95	META1_3914 1.000 	CQW49_RS19420 1.000 CQW49_RS24135 0.564 
1728	95	META1_2034 1.000 	CQW49_RS03730 1.000 
1729	95	META1_0886 1.000 	CQW49_RS13270 1.000 
1730	95	META1_3149 1.000 	CQW49_RS04110 1.000 
1731	95	META1_0518 1.000 	CQW49_RS19785 1.000 
1732	95	META1_4154 1.000 	CQW49_RS03930 1.000 
1733	95	META1_3489 1.000 	CQW49_RS08955 1.000 
1734	94	META1_0806 1.000 	CQW49_RS04850 1.000 
1735	94	META1_1331 1.000 	CQW49_RS04310 1.000 
1736	94	META1_1422 1.000 	CQW49_RS08580 1.000 
1737	94	META1_2255 1.000 	CQW49_RS05375 1.000 
1738	94	META2_0393 1.000 	CQW49_RS00510 1.000 
1739	94	META1_5207 1.000 	CQW49_RS03130 1.000 
1740	94	META1_3112 1.000 	CQW49_RS20760 1.000 
1741	93	META1_3394 1.000 META2_0789 0.304 	CQW49_RS04245 1.000 
1742	93	META1_4526 1.000 	CQW49_RS14520 1.000 
1743	93	META1_5111 1.000 	CQW49_RS18995 1.000 
